Date,Series,Amount,Serial,SN,Number,Place
10/03/2021,AK-488,100000,AS,AS 699484,699484,PAYYANUR
10/03/2021,AK-488,100000,AT,AT 601751,601751,MALAPPURAM
10/03/2021,AK-488,100000,AU,AU 649500,649500,PUNALUR
10/03/2021,AK-488,100000,AV,AV 311514,311514,CHITTUR
10/03/2021,AK-488,100000,AW,AW 413106,413106,THRISSUR
10/03/2021,AK-488,100000,AX,AX 246065,246065,ALAPPUZHA
10/03/2021,AK-488,100000,AY,AY 172311,172311,THRISSUR
10/03/2021,AK-488,100000,AZ,AZ 805355,805355,PATHANAMTHITTA
17/03/2021,AK-489,7000000,AK,AK 279255,279255,ADOOR
17/03/2021,AK-489,500000,AH,AH 539451,539451,PALAKKAD
17/03/2021,AK-489,100000,AA,AA 207056,207056,ALAPPUZHA
17/03/2021,AK-489,100000,AB,AB 661413,661413,KOZHIKKODE
17/03/2021,AK-489,100000,AC,AC 829018,829018,ALAPPUZHA
17/03/2021,AK-489,100000,AD,AD 119749,119749,GURUVAYOOR
17/03/2021,AK-489,100000,AE,AE 843819,843819,THAMARASSERY
17/03/2021,AK-489,100000,AF,AF 459109,459109,IRINJALAKUDA
17/03/2021,AK-489,100000,AG,AG 675401,675401,MALAPPURAM
17/03/2021,AK-489,100000,AH,AH 484182,484182,NEYYATTINKARA
17/03/2021,AK-489,100000,AJ,AJ 338267,338267,WAYANADU
17/03/2021,AK-489,100000,AK,AK 643110,643110,VAIKKOM
17/03/2021,AK-489,100000,AL,AL 759513,759513,KANNUR
17/03/2021,AK-489,100000,AM,AM 699387,699387,KATTAPPANA
24/03/2021,AK-490,7000000,AY,AY 755470,755470,PUNALUR
24/03/2021,AK-490,500000,AU,AU 112086,112086,CHERTHALA
24/03/2021,AK-490,100000,AN,AN 275915,275915,THIRUR
24/03/2021,AK-490,100000,AO,AO 276443,276443,ATTINGAL
24/03/2021,AK-490,100000,AP,AP 377759,377759,THIRUVANANTHAPURAM
24/03/2021,AK-490,100000,AR,AR 658257,658257,THAMARASSERY
24/03/2021,AK-490,100000,AS,AS 865795,865795,KANHANGAD
24/03/2021,AK-490,100000,AT,AT 758295,758295,THRISSUR
24/03/2021,AK-490,100000,AU,AU 799788,799788,THIRUVANANTHAPURAM
24/03/2021,AK-490,100000,AV,AV 653200,653200,THIRUR
24/03/2021,AK-490,100000,AW,AW 320450,320450,IRINJALAKUDA
24/03/2021,AK-490,100000,AX,AX 212246,212246,MALAPPURAM
24/03/2021,AK-490,100000,AY,AY 546016,546016,MOOVATTUPUZHA
24/03/2021,AK-490,100000,AZ,AZ 840335,840335,VAIKKOM
31/03/2021,AK-491,7000000,AE,AE 695090,695090,ATTINGAL
31/03/2021,AK-491,500000,AG,AG 604552,604552,THRISSUR
31/03/2021,AK-491,100000,AA,AA 543251,543251,THRISSUR
31/03/2021,AK-491,100000,AB,AB 792071,792071,PALAKKAD
31/03/2021,AK-491,100000,AC,AC 542211,542211,THRISSUR
31/03/2021,AK-491,100000,AD,AD 405051,405051,KOTTAYAM
31/03/2021,AK-491,100000,AE,AE 854276,854276,ADOOR
31/03/2021,AK-491,100000,AF,AF 263211,263211,PATHANAMTHITTA
31/03/2021,AK-491,100000,AG,AG 443124,443124,IRINJALAKUDA
31/03/2021,AK-491,100000,AH,AH 646722,646722,KARUNAGAPALLY
31/03/2021,AK-491,100000,AJ,AJ 807816,807816,KOLLAM
31/03/2021,AK-491,100000,AK,AK 440406,440406,KOLLAM
31/03/2021,AK-491,100000,AL,AL 712098,712098,KATTAPPANA
31/03/2021,AK-491,100000,AM,AM 787406,787406,KANNUR
07/04/2021,AK-492,7000000,AZ,AZ 250249,250249,THRISSUR
07/04/2021,AK-492,500000,AY,AY 789358,789358,KASARAGOD
07/04/2021,AK-492,100000,AN,AN 792565,792565,KASARAGOD
07/04/2021,AK-492,100000,AO,AO 218257,218257,ALAPPUZHA
07/04/2021,AK-492,100000,AP,AP 581057,581057,MALAPPURAM
07/04/2021,AK-492,100000,AR,AR 701137,701137,KANNUR
07/04/2021,AK-492,100000,AS,AS 375730,375730,KOTTAYAM
07/04/2021,AK-492,100000,AT,AT 486959,486959,PAYYANUR
07/04/2021,AK-492,100000,AU,AU 636941,636941,ERNAKULAM
07/04/2021,AK-492,100000,AV,AV 221479,221479,KANNUR
07/04/2021,AK-492,100000,AW,AW 413516,413516,ERNAKULAM
07/04/2021,AK-492,100000,AX,AX 845222,845222,PATTAMBI
07/04/2021,AK-492,100000,AY,AY 622606,622606,KOLLAM
07/04/2021,AK-492,100000,AZ,AZ 590482,590482,KOTTAYAM
14/04/2021,AK-493,7000000,AL,AL 700466,700466,MALAPPURAM
14/04/2021,AK-493,500000,AJ,AJ 246455,246455,WAYANADU
14/04/2021,AK-493,100000,AA,AA 401457,401457,KOZHIKKODE
14/04/2021,AK-493,100000,AB,AB 645512,645512,KOTTAYAM
14/04/2021,AK-493,100000,AC,AC 239704,239704,PALAKKAD
14/04/2021,AK-493,100000,AD,AD 541080,541080,PALAKKAD
14/04/2021,AK-493,100000,AE,AE 646312,646312,KOTTAYAM
14/04/2021,AK-493,100000,AF,AF 452780,452780,PUNALUR
14/04/2021,AK-493,100000,AG,AG 317748,317748,VADAKARA
14/04/2021,AK-493,100000,AH,AH 371987,371987,PALAKKAD
14/04/2021,AK-493,100000,AJ,AJ 249805,249805,ALAPPUZHA
14/04/2021,AK-493,100000,AK,AK 272529,272529,ATTINGAL
14/04/2021,AK-493,100000,AL,AL 219224,219224,KOTTAYAM
14/04/2021,AK-493,100000,AM,AM 657789,657789,PATTAMBI
21/04/2021,AK-494,7000000,AR,AR 821955,821955,KANNUR
21/04/2021,AK-494,500000,AR,AR 797558,797558,KOLLAM
21/04/2021,AK-494,100000,AN,AN 243733,243733,PALAKKAD
21/04/2021,AK-494,100000,AO,AO 166821,166821,PALAKKAD
21/04/2021,AK-494,100000,AP,AP 815621,815621,KOLLAM
21/04/2021,AK-494,100000,AR,AR 647152,647152,PUNALUR
21/04/2021,AK-494,100000,AS,AS 479880,479880,PATTAMBI
21/04/2021,AK-494,100000,AT,AT 818020,818020,WAYANADU
21/04/2021,AK-494,100000,AU,AU 195520,195520,ERNAKULAM
21/04/2021,AK-494,100000,AV,AV 493052,493052,NEYYATTINKARA
21/04/2021,AK-494,100000,AW,AW 496108,496108,IRINJALAKUDA
21/04/2021,AK-494,100000,AX,AX 628441,628441,KOTTAYAM
21/04/2021,AK-494,100000,AY,AY 310736,310736,PAYYANUR
21/04/2021,AK-494,100000,AZ,AZ 674026,674026,IRINJALAKUDA
28/04/2021,AK-495,7000000,AG,AG 291742,291742,NEYYATTINKARA
28/04/2021,AK-495,500000,AF,AF 223681,223681,ERNAKULAM
28/04/2021,AK-495,100000,AA,AA 118456,118456,GURUVAYOOR
28/04/2021,AK-495,100000,AB,AB 773066,773066,THIRUVANANTHAPURAM
28/04/2021,AK-495,100000,AC,AC 141746,141746,CHERTHALA
28/04/2021,AK-495,100000,AD,AD 462884,462884,KARUNAGAPALLY
28/04/2021,AK-495,100000,AE,AE 739228,739228,MALAPPURAM
28/04/2021,AK-495,100000,AF,AF 808929,808929,PALAKKAD
28/04/2021,AK-495,100000,AG,AG 117472,117472,MANANTHAVADY
28/04/2021,AK-495,100000,AH,AH 783427,783427,VADAKARA
28/04/2021,AK-495,100000,AJ,AJ 475782,475782,THRISSUR
28/04/2021,AK-495,100000,AK,AK 588022,588022,KOLLAM
28/04/2021,AK-495,100000,AL,AL 265973,265973,IRINJALAKUDA
28/04/2021,AK-495,100000,AM,AM 318286,318286,MOOVATTUPUZHA
05/05/2021,AK-496,7000000,AU,AU 258505,258505,PALAKKAD
05/05/2021,AK-496,500000,AO,AO 601442,601442,KOZHIKKODE
05/05/2021,AK-496,100000,AN,AN 304753,304753,CHITTUR
05/05/2021,AK-496,100000,AO,AO 116169,116169,IRINJALAKUDA
05/05/2021,AK-496,100000,AP,AP 661713,661713,ADIMALY
05/05/2021,AK-496,100000,AR,AR 140764,140764,KOLLAM
05/05/2021,AK-496,100000,AS,AS 395058,395058,THIRUVANANTHAPURAM
05/05/2021,AK-496,100000,AT,AT 706725,706725,PUNALUR
05/05/2021,AK-496,100000,AU,AU 814715,814715,PATTAMBI
05/05/2021,AK-496,100000,AV,AV 427061,427061,PATHANAMTHITTA
05/05/2021,AK-496,100000,AW,AW 118700,118700,CHERTHALA
05/05/2021,AK-496,100000,AX,AX 191034,191034,ERNAKULAM
05/05/2021,AK-496,100000,AY,AY 713548,713548,MOOVATTUPUZHA
05/05/2021,AK-496,100000,AZ,AZ 518435,518435,KAYAMKULAM
12/05/2021,AK-497,7000000,AJ,AJ 547670,547670,KOLLAM
12/05/2021,AK-497,500000,AL,AL 428282,428282,PATHANAMTHITTA
12/05/2021,AK-497,100000,AA,AA 539513,539513,IRINJALAKUDA
12/05/2021,AK-497,100000,AB,AB 225043,225043,KOLLAM
12/05/2021,AK-497,100000,AC,AC 225159,225159,KOLLAM
12/05/2021,AK-497,100000,AD,AD 679003,679003,CHITTUR
12/05/2021,AK-497,100000,AE,AE 741260,741260,ERNAKULAM
12/05/2021,AK-497,100000,AF,AF 402902,402902,PALAKKAD
12/05/2021,AK-497,100000,AG,AG 632460,632460,IDUKKI
12/05/2021,AK-497,100000,AH,AH 524256,524256,ADOOR
12/05/2021,AK-497,100000,AJ,AJ 588309,588309,ERNAKULAM
12/05/2021,AK-497,100000,AK,AK 715974,715974,ERNAKULAM
12/05/2021,AK-497,100000,AL,AL 675848,675848,KAYAMKULAM
12/05/2021,AK-497,100000,AM,AM 224469,224469,KOLLAM
04/08/2021,AK-509,7000000,AD,AD 440545,440545,KOTTAYAM
04/08/2021,AK-509,500000,AF,AF 563677,563677,PALAKKAD
04/08/2021,AK-509,100000,AA,AA 745452,745452,WAYANADU
04/08/2021,AK-509,100000,AB,AB 483002,483002,MANANTHAVADY
04/08/2021,AK-509,100000,AC,AC 722253,722253,CHERTHALA
04/08/2021,AK-509,100000,AD,AD 860605,860605,VADAKARA
04/08/2021,AK-509,100000,AE,AE 662296,662296,GURUVAYOOR
04/08/2021,AK-509,100000,AF,AF 173236,173236,ALAPPUZHA
04/08/2021,AK-509,100000,AG,AG 657758,657758,ADIMALY
04/08/2021,AK-509,100000,AH,AH 517626,517626,ADIMALY
04/08/2021,AK-509,100000,AJ,AJ 655525,655525,VADAKARA
04/08/2021,AK-509,100000,AK,AK 387106,387106,PALAKKAD
04/08/2021,AK-509,100000,AL,AL 668970,668970,CHITTUR
04/08/2021,AK-509,100000,AM,AM 588471,588471,KOZHIKKODE
11/08/2021,AK-510,7000000,AZ,AZ 619113,619113,KOZHIKKODE
11/08/2021,AK-510,500000,AY,AY 499573,499573,PUNALUR
11/08/2021,AK-510,100000,AN,AN 689711,689711,IRINJALAKUDA
11/08/2021,AK-510,100000,AO,AO 448713,448713,VAIKKOM
11/08/2021,AK-510,100000,AP,AP 647105,647105,ADIMALY
11/08/2021,AK-510,100000,AR,AR 658487,658487,KAYAMKULAM
11/08/2021,AK-510,100000,AS,AS 365712,365712,PALAKKAD
11/08/2021,AK-510,100000,AT,AT 519400,519400,PAYYANUR
11/08/2021,AK-510,100000,AU,AU 684983,684983,CHITTUR
11/08/2021,AK-510,100000,AV,AV 836015,836015,PATHANAMTHITTA
11/08/2021,AK-510,100000,AW,AW 406465,406465,ERNAKULAM
11/08/2021,AK-510,100000,AX,AX 265841,265841,THIRUVANANTHAPURAM
11/08/2021,AK-510,100000,AY,AY 624681,624681,KASARAGOD
11/08/2021,AK-510,100000,AZ,AZ 790022,790022,THIRUVANANTHAPURAM
18/08/2021,AK-511,7000000,AH,AH 802110,802110,KOZHIKKODE
18/08/2021,AK-511,500000,AK,AK 392865,392865,KOTTAYAM
18/08/2021,AK-511,100000,AA,AA 129719,129719,IRINJALAKUDA
18/08/2021,AK-511,100000,AB,AB 797417,797417,KOZHIKKODE
18/08/2021,AK-511,100000,AC,AC 398726,398726,THRISSUR
18/08/2021,AK-511,100000,AD,AD 516421,516421,NEYYATTINKARA
18/08/2021,AK-511,100000,AE,AE 735636,735636,WAYANADU
18/08/2021,AK-511,100000,AF,AF 771589,771589,MALAPPURAM
18/08/2021,AK-511,100000,AG,AG 544901,544901,IRINJALAKUDA
18/08/2021,AK-511,100000,AH,AH 479329,479329,PAYYANUR
18/08/2021,AK-511,100000,AJ,AJ 570410,570410,CHITTUR
18/08/2021,AK-511,100000,AK,AK 231427,231427,KOLLAM
18/08/2021,AK-511,100000,AL,AL 854851,854851,ADOOR
18/08/2021,AK-511,100000,AM,AM 820905,820905,THRISSUR
25/08/2021,AK-512,7000000,AZ,AZ 871177,871177,PATHANAMTHITTA
25/08/2021,AK-512,500000,AX,AX 659765,659765,KAYAMKULAM
25/08/2021,AK-512,100000,AN,AN 435677,435677,ERNAKULAM
25/08/2021,AK-512,100000,AO,AO 196495,196495,THIRUVANANTHAPURAM
25/08/2021,AK-512,100000,AP,AP 564066,564066,PUNALUR
25/08/2021,AK-512,100000,AR,AR 610411,610411,PALAKKAD
25/08/2021,AK-512,100000,AS,AS 334017,334017,IRINJALAKUDA
25/08/2021,AK-512,100000,AT,AT 806221,806221,MALAPPURAM
25/08/2021,AK-512,100000,AU,AU 237784,237784,KOTTAYAM
25/08/2021,AK-512,100000,AV,AV 626423,626423,KANNUR
25/08/2021,AK-512,100000,AW,AW 449787,449787,KATTAPPANA
25/08/2021,AK-512,100000,AX,AX 811588,811588,THRISSUR
25/08/2021,AK-512,100000,AY,AY 179217,179217,ERNAKULAM
25/08/2021,AK-512,100000,AZ,AZ 603074,603074,ERNAKULAM
01/09/2021,AK-513,7000000,AM,AM 357213,357213,KOLLAM
01/09/2021,AK-513,500000,AM,AM 645040,645040,KOLLAM
01/09/2021,AK-513,100000,AA,AA 146701,146701,KOTTAYAM
01/09/2021,AK-513,100000,AB,AB 636559,636559,THRISSUR
01/09/2021,AK-513,100000,AC,AC 645014,645014,KOLLAM
01/09/2021,AK-513,100000,AD,AD 248224,248224,ERNAKULAM
01/09/2021,AK-513,100000,AE,AE 462643,462643,GURUVAYOOR
01/09/2021,AK-513,100000,AF,AF 545432,545432,NEYYATTINKARA
01/09/2021,AK-513,100000,AG,AG 833472,833472,VADAKARA
01/09/2021,AK-513,100000,AH,AH 656456,656456,KANHANGAD
01/09/2021,AK-513,100000,AJ,AJ 712575,712575,ADOOR
01/09/2021,AK-513,100000,AK,AK 114948,114948,PATTAMBI
01/09/2021,AK-513,100000,AL,AL 694930,694930,KAYAMKULAM
01/09/2021,AK-513,100000,AM,AM 369321,369321,KOTTAYAM
08/09/2021,AK-514,7000000,AV,AV 758207,758207,NEYYATTINKARA
08/09/2021,AK-514,500000,AN,AN 552545,552545,KOTTAYAM
08/09/2021,AK-514,100000,AN,AN 262721,262721,THIRUVANANTHAPURAM
08/09/2021,AK-514,100000,AO,AO 388965,388965,KOTTAYAM
08/09/2021,AK-514,100000,AP,AP 415574,415574,ERNAKULAM
08/09/2021,AK-514,100000,AR,AR 104715,104715,ADIMALY
08/09/2021,AK-514,100000,AS,AS 606121,606121,PALAKKAD
08/09/2021,AK-514,100000,AT,AT 430838,430838,WAYANADU
08/09/2021,AK-514,100000,AU,AU 725263,725263,PATHANAMTHITTA
08/09/2021,AK-514,100000,AV,AV 204080,204080,ERNAKULAM
08/09/2021,AK-514,100000,AW,AW 805209,805209,KASARAGOD
08/09/2021,AK-514,100000,AX,AX 779965,779965,KOLLAM
08/09/2021,AK-514,100000,AY,AY 318685,318685,PATTAMBI
08/09/2021,AK-514,100000,AZ,AZ 610276,610276,THRISSUR
15/09/2021,AK-515,7000000,AB,AB 801058,801058,ERNAKULAM
15/09/2021,AK-515,500000,AE,AE 281532,281532,IRINJALAKUDA
15/09/2021,AK-515,100000,AA,AA 485739,485739,ADOOR
15/09/2021,AK-515,100000,AB,AB 590439,590439,KANNUR
15/09/2021,AK-515,100000,AC,AC 461584,461584,THAMARASSERY
15/09/2021,AK-515,100000,AD,AD 200692,200692,KOTTAYAM
15/09/2021,AK-515,100000,AE,AE 493754,493754,VAIKKOM
15/09/2021,AK-515,100000,AF,AF 758767,758767,PATTAMBI
15/09/2021,AK-515,100000,AG,AG 805902,805902,KOLLAM
15/09/2021,AK-515,100000,AH,AH 533193,533193,ADOOR
15/09/2021,AK-515,100000,AJ,AJ 648747,648747,CHERTHALA
15/09/2021,AK-515,100000,AK,AK 499178,499178,GURUVAYOOR
15/09/2021,AK-515,100000,AL,AL 523208,523208,KAYAMKULAM
15/09/2021,AK-515,100000,AM,AM 386894,386894,THRISSUR
22/09/2021,AK-516,7000000,AP,AP 243541,243541,PALAKKAD
22/09/2021,AK-516,500000,AY,AY 826069,826069,KANNUR
22/09/2021,AK-516,100000,AN,AN 729687,729687,THRISSUR
22/09/2021,AK-516,100000,AO,AO 791694,791694,THIRUVANANTHAPURAM
22/09/2021,AK-516,100000,AP,AP 419689,419689,THRISSUR
22/09/2021,AK-516,100000,AR,AR 666876,666876,MOOVATTUPUZHA
22/09/2021,AK-516,100000,AS,AS 241191,241191,PALAKKAD
22/09/2021,AK-516,100000,AT,AT 352407,352407,ALAPPUZHA
22/09/2021,AK-516,100000,AU,AU 736604,736604,MOOVATTUPUZHA
22/09/2021,AK-516,100000,AV,AV 770170,770170,WAYANADU
22/09/2021,AK-516,100000,AW,AW 251335,251335,THIRUVANANTHAPURAM
22/09/2021,AK-516,100000,AX,AX 646915,646915,CHITTUR
22/09/2021,AK-516,100000,AY,AY 240212,240212,PALAKKAD
22/09/2021,AK-516,100000,AZ,AZ 161500,161500,PALAKKAD
29/09/2021,AK-517,7000000,AD,AD 830953,830953,THRISSUR
29/09/2021,AK-517,500000,AF,AF 681654,681654,THIRUVANANTHAPURAM
29/09/2021,AK-517,100000,AA,AA 622659,622659,KOTTAYAM
29/09/2021,AK-517,100000,AB,AB 568939,568939,ALAPPUZHA
29/09/2021,AK-517,100000,AC,AC 232016,232016,KASARAGOD
29/09/2021,AK-517,100000,AD,AD 183582,183582,THRISSUR
29/09/2021,AK-517,100000,AE,AE 727640,727640,PATHANAMTHITTA
29/09/2021,AK-517,100000,AF,AF 684178,684178,THIRUVANANTHAPURAM
29/09/2021,AK-517,100000,AG,AG 771450,771450,ERNAKULAM
29/09/2021,AK-517,100000,AH,AH 445740,445740,KOLLAM
29/09/2021,AK-517,100000,AJ,AJ 386229,386229,THRISSUR
29/09/2021,AK-517,100000,AK,AK 324095,324095,NEYYATTINKARA
29/09/2021,AK-517,100000,AL,AL 785857,785857,KANNUR
29/09/2021,AK-517,100000,AM,AM 308278,308278,PAYYANUR
06/10/2021,AK-518,7000000,AZ,AZ 687674,687674,ADOOR
06/10/2021,AK-518,500000,AT,AT 104543,104543,MOOVATTUPUZHA
06/10/2021,AK-518,100000,AN,AN 429815,429815,MALAPPURAM
06/10/2021,AK-518,100000,AO,AO 323548,323548,IRINJALAKUDA
06/10/2021,AK-518,100000,AP,AP 479056,479056,KOLLAM
06/10/2021,AK-518,100000,AR,AR 695435,695435,KARUNAGAPALLY
06/10/2021,AK-518,100000,AS,AS 823867,823867,ERNAKULAM
06/10/2021,AK-518,100000,AT,AT 529700,529700,VADAKARA
06/10/2021,AK-518,100000,AU,AU 170191,170191,THRISSUR
06/10/2021,AK-518,100000,AV,AV 519626,519626,ADIMALY
06/10/2021,AK-518,100000,AW,AW 606626,606626,IDUKKI
06/10/2021,AK-518,100000,AX,AX 589211,589211,KOLLAM
06/10/2021,AK-518,100000,AY,AY 535815,535815,CHERTHALA
06/10/2021,AK-518,100000,AZ,AZ 739582,739582,KARUNAGAPALLY
13/10/2021,AK-519,7000000,AC,AC 282869,282869,CHITTUR
13/10/2021,AK-519,500000,AC,AC 364235,364235,ERNAKULAM
13/10/2021,AK-519,100000,AA,AA 767916,767916,VADAKARA
13/10/2021,AK-519,100000,AB,AB 439596,439596,ERNAKULAM
13/10/2021,AK-519,100000,AC,AC 289761,289761,KARUNAGAPALLY
13/10/2021,AK-519,100000,AD,AD 648832,648832,KANHANGAD
13/10/2021,AK-519,100000,AE,AE 617806,617806,KOLLAM
13/10/2021,AK-519,100000,AF,AF 799980,799980,KOZHIKKODE
13/10/2021,AK-519,100000,AG,AG 876724,876724,MALAPPURAM
13/10/2021,AK-519,100000,AH,AH 695498,695498,ADOOR
13/10/2021,AK-519,100000,AJ,AJ 397522,397522,MALAPPURAM
13/10/2021,AK-519,100000,AK,AK 412699,412699,KOLLAM
13/10/2021,AK-519,100000,AL,AL 130765,130765,PUNALUR
13/10/2021,AK-519,100000,AM,AM 768762,768762,PATHANAMTHITTA
20/10/2021,AK-520,7000000,AW,AW 228007,228007,PALAKKAD
20/10/2021,AK-520,500000,AW,AW 257521,257521,ERNAKULAM
20/10/2021,AK-520,100000,AN,AN 293586,293586,THIRUR
20/10/2021,AK-520,100000,AO,AO 617268,617268,KOLLAM
20/10/2021,AK-520,100000,AP,AP 233081,233081,KOLLAM
20/10/2021,AK-520,100000,AR,AR 217405,217405,THRISSUR
20/10/2021,AK-520,100000,AS,AS 531859,531859,ATTINGAL
20/10/2021,AK-520,100000,AT,AT 843835,843835,MOOVATTUPUZHA
20/10/2021,AK-520,100000,AU,AU 553864,553864,MALAPPURAM
20/10/2021,AK-520,100000,AV,AV 230624,230624,WAYANADU
20/10/2021,AK-520,100000,AW,AW 706475,706475,VADAKARA
20/10/2021,AK-520,100000,AX,AX 408612,408612,PALAKKAD
20/10/2021,AK-520,100000,AY,AY 235621,235621,KOLLAM
20/10/2021,AK-520,100000,AZ,AZ 754417,754417,MOOVATTUPUZHA
27/10/2021,AK-521,7000000,AB,AB 379431,379431,ERNAKULAM
27/10/2021,AK-521,500000,AE,AE 360599,360599,KOZHIKKODE
27/10/2021,AK-521,100000,AA,AA 865890,865890,MALAPPURAM
27/10/2021,AK-521,100000,AB,AB 242327,242327,KOTTAYAM
27/10/2021,AK-521,100000,AC,AC 811477,811477,KOTTAYAM
27/10/2021,AK-521,100000,AD,AD 783785,783785,IRINJALAKUDA
27/10/2021,AK-521,100000,AE,AE 818484,818484,ERNAKULAM
27/10/2021,AK-521,100000,AF,AF 179059,179059,KANNUR
27/10/2021,AK-521,100000,AG,AG 446998,446998,PATTAMBI
27/10/2021,AK-521,100000,AH,AH 293519,293519,THIRUR
27/10/2021,AK-521,100000,AJ,AJ 218897,218897,THIRUVANANTHAPURAM
27/10/2021,AK-521,100000,AK,AK 657295,657295,PAYYANUR
27/10/2021,AK-521,100000,AL,AL 784829,784829,IRINJALAKUDA
27/10/2021,AK-521,100000,AM,AM 872896,872896,CHERTHALA
03/11/2021,AK-522,7000000,AV,AV 814879,814879,ERNAKULAM
03/11/2021,AK-522,500000,AV,AV 185281,185281,ERNAKULAM
03/11/2021,AK-522,100000,AN,AN 148682,148682,KOLLAM
03/11/2021,AK-522,100000,AO,AO 624739,624739,PALAKKAD
03/11/2021,AK-522,100000,AP,AP 508638,508638,KAYAMKULAM
03/11/2021,AK-522,100000,AR,AR 849795,849795,KANHANGAD
03/11/2021,AK-522,100000,AS,AS 577222,577222,KOLLAM
03/11/2021,AK-522,100000,AT,AT 748158,748158,THIRUR
03/11/2021,AK-522,100000,AU,AU 271002,271002,PAYYANUR
03/11/2021,AK-522,100000,AV,AV 192926,192926,ERNAKULAM
03/11/2021,AK-522,100000,AW,AW 764744,764744,GURUVAYOOR
03/11/2021,AK-522,100000,AX,AX 678460,678460,NEYYATTINKARA
03/11/2021,AK-522,100000,AY,AY 279311,279311,KANHANGAD
03/11/2021,AK-522,100000,AZ,AZ 276595,276595,KARUNAGAPALLY
10/11/2021,AK-523,7000000,AD,AD 591672,591672,ALAPPUZHA
10/11/2021,AK-523,500000,AD,AD 595704,595704,THRISSUR
10/11/2021,AK-523,100000,AA,AA 851474,851474,THIRUR
10/11/2021,AK-523,100000,AB,AB 171449,171449,THRISSUR
10/11/2021,AK-523,100000,AC,AC 210015,210015,IDUKKI
10/11/2021,AK-523,100000,AD,AD 467409,467409,ADOOR
10/11/2021,AK-523,100000,AE,AE 381281,381281,KOTTAYAM
10/11/2021,AK-523,100000,AF,AF 696934,696934,THIRUVANANTHAPURAM
10/11/2021,AK-523,100000,AG,AG 195999,195999,ERNAKULAM
10/11/2021,AK-523,100000,AH,AH 237857,237857,PALAKKAD
10/11/2021,AK-523,100000,AJ,AJ 826627,826627,KASARAGOD
10/11/2021,AK-523,100000,AK,AK 844124,844124,KOZHIKKODE
10/11/2021,AK-523,100000,AL,AL 140238,140238,ALAPPUZHA
10/11/2021,AK-523,100000,AM,AM 455648,455648,IRINJALAKUDA
17/11/2021,AK-524,7000000,AZ,AZ 591807,591807,WAYANADU
17/11/2021,AK-524,500000,AX,AX 298233,298233,ADIMALY
17/11/2021,AK-524,100000,AN,AN 798758,798758,WAYANADU
17/11/2021,AK-524,100000,AO,AO 363675,363675,ALAPPUZHA
17/11/2021,AK-524,100000,AP,AP 560359,560359,ERNAKULAM
17/11/2021,AK-524,100000,AR,AR 837720,837720,KOTTAYAM
17/11/2021,AK-524,100000,AS,AS 771145,771145,KOTTAYAM
17/11/2021,AK-524,100000,AT,AT 708789,708789,THAMARASSERY
17/11/2021,AK-524,100000,AU,AU 290140,290140,VAIKKOM
17/11/2021,AK-524,100000,AV,AV 849977,849977,KARUNAGAPALLY
17/11/2021,AK-524,100000,AW,AW 668594,668594,KARUNAGAPALLY
17/11/2021,AK-524,100000,AX,AX 574895,574895,KANNUR
17/11/2021,AK-524,100000,AY,AY 408994,408994,THRISSUR
17/11/2021,AK-524,100000,AZ,AZ 829105,829105,ERNAKULAM
24/11/2021,AK-525,7000000,AC,AC 501490,501490,THIRUVANANTHAPURAM
24/11/2021,AK-525,500000,AJ,AJ 841834,841834,KANHANGAD
24/11/2021,AK-525,100000,AA,AA 778097,778097,KOLLAM
24/11/2021,AK-525,100000,AB,AB 599072,599072,KOZHIKKODE
24/11/2021,AK-525,100000,AC,AC 495802,495802,NEYYATTINKARA
24/11/2021,AK-525,100000,AD,AD 424312,424312,PALAKKAD
24/11/2021,AK-525,100000,AE,AE 143549,143549,THRISSUR
24/11/2021,AK-525,100000,AF,AF 667904,667904,KAYAMKULAM
24/11/2021,AK-525,100000,AG,AG 108149,108149,PALAKKAD
24/11/2021,AK-525,100000,AH,AH 408287,408287,THIRUVANANTHAPURAM
24/11/2021,AK-525,100000,AJ,AJ 322336,322336,PAYYANUR
24/11/2021,AK-525,100000,AK,AK 774898,774898,KASARAGOD
24/11/2021,AK-525,100000,AL,AL 327272,327272,IRINJALAKUDA
24/11/2021,AK-525,100000,AM,AM 711900,711900,CHERTHALA
01/12/2021,AK-526,7000000,AT,AT 820195,820195,VAIKKOM
01/12/2021,AK-526,500000,AN,AN 153106,153106,ERNAKULAM
01/12/2021,AK-526,100000,AN,AN 468255,468255,KOTTAYAM
01/12/2021,AK-526,100000,AO,AO 841198,841198,THIRUR
01/12/2021,AK-526,100000,AP,AP 536746,536746,GURUVAYOOR
01/12/2021,AK-526,100000,AR,AR 683882,683882,ALAPPUZHA
01/12/2021,AK-526,100000,AS,AS 460307,460307,MOOVATTUPUZHA
01/12/2021,AK-526,100000,AT,AT 518990,518990,KARUNAGAPALLY
01/12/2021,AK-526,100000,AU,AU 481659,481659,PUNALUR
01/12/2021,AK-526,100000,AV,AV 473091,473091,ERNAKULAM
01/12/2021,AK-526,100000,AW,AW 229919,229919,THIRUVANANTHAPURAM
01/12/2021,AK-526,100000,AX,AX 158306,158306,KANNUR
01/12/2021,AK-526,100000,AY,AY 621857,621857,ERNAKULAM
01/12/2021,AK-526,100000,AZ,AZ 441479,441479,IRINJALAKUDA
08/12/2021,AK-527,7000000,AE,AE 928656,928656,KARUNAGAPALLY
